-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2022 in LST
Location: latitude  54.691   longitude 25.2823 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 152.46 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN               MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M
2018,5,18,4.98,7.18,0.47,8.46,0.29,1.07,15.16,12.23,13.7,15.17,9.01,83.68,4.02,99.05,1.82,2.26,0.92,1.34,42.3
2018,5,19,6.23,7.62,0.58,7.8,0.35,1.33,13.71,9.86,11.79,13.78,7.69,80.05,1.89,99.71,3.98,5.98,2.3,3.68,358.1
2018,5,20,7.91,8.0,0.74,6.76,0.42,1.48,12.74,7.63,10.18,12.96,6.51,74.05,0.01,100.64,3.05,4.17,2.13,2.04,19.9
2018,5,21,7.59,7.87,0.7,7.18,0.41,1.47,13.79,8.89,11.34,13.85,7.09,74.96,0.03,100.75,3.76,5.8,2.09,3.71,74.5
2018,5,22,4.3,7.39,0.4,8.45,0.26,1.0,14.31,11.03,12.67,14.59,8.2,81.91,0.78,100.28,2.33,2.82,1.98,0.84,140.9
2018,5,23,5.75,7.42,0.53,8.18,0.32,1.16,15.14,11.86,13.5,15.33,8.68,82.46,2.91,100.28,2.3,4.02,0.6,3.42,331.4
2018,5,24,6.79,7.59,0.62,7.94,0.37,1.36,15.96,12.38,14.17,16.1,8.97,80.28,0.43,100.55,3.15,4.85,1.84,3.01,18.9
2018,5,25,6.36,7.55,0.58,8.21,0.36,1.28,17.81,14.58,16.19,17.78,10.35,82.17,1.17,100.57,3.87,5.61,2.49,3.12,84.4
2018,5,26,7.3,7.68,0.66,7.81,0.4,1.54,17.97,13.76,15.87,18.08,9.76,78.38,0.04,100.88,3.67,5.21,2.44,2.77,119.1
2018,5,27,7.84,8.0,0.71,7.71,0.44,1.73,18.48,13.01,15.74,18.59,9.33,73.03,0.0,100.78,2.1,2.73,1.56,1.17,134.0
2018,5,28,7.63,7.96,0.69,8.03,0.43,1.71,20.48,14.77,17.62,19.96,10.55,70.98,0.05,100.84,2.21,2.83,0.98,1.85,105.8
2018,5,29,7.25,7.94,0.65,8.23,0.41,1.65,21.23,15.43,18.33,21.03,10.92,72.15,0.04,100.67,2.05,2.71,1.6,1.11,167.5
2018,5,30,7.82,7.99,0.7,8.04,0.43,1.71,21.25,15.02,18.14,21.07,10.72,70.46,0.0,100.19,2.12,2.8,0.84,1.96,319.7
2018,5,31,8.15,8.15,0.73,7.55,0.45,1.77,17.8,12.92,15.36,18.05,9.32,75.27,0.0,100.14,3.3,4.15,2.33,1.82,52.3
2018,6,1,8.21,8.32,0.73,7.25,0.44,1.7,16.25,10.25,13.25,16.55,7.81,70.49,0.0,100.3,2.69,3.38,1.85,1.53,142.6
2018,6,2,5.24,7.39,0.47,8.43,0.3,1.21,18.21,13.85,16.03,18.33,10.08,77.24,2.98,99.59,2.87,3.54,1.87,1.67,231.5
2018,6,3,7.08,7.9,0.63,8.17,0.4,1.5,18.51,14.28,16.4,18.54,10.28,78.44,0.02,99.4,2.99,4.94,1.57,3.37,316.6
2018,6,4,7.04,7.73,0.62,8.27,0.39,1.49,19.3,15.18,17.24,19.28,10.93,78.07,0.25,98.83,4.48,6.86,2.18,4.68,277.7
2018,6,5,5.65,8.45,0.5,7.72,0.33,1.38,11.91,5.02,8.46,12.31,5.56,63.88,0.06,98.98,5.12,7.24,3.37,3.87,326.3
2018,6,6,6.6,8.67,0.58,7.12,0.37,1.4,9.7,3.63,6.67,10.27,4.96,68.62,0.01,100.04,3.43,4.4,1.97,2.43,316.8
2018,6,7,6.29,8.33,0.55,7.94,0.37,1.41,12.97,7.52,10.24,12.99,6.51,71.52,0.12,100.37,2.25,3.15,1.52,1.63,290.0
2018,6,8,8.18,8.21,0.72,7.48,0.45,1.74,16.99,11.29,14.14,16.92,8.45,71.47,0.0,99.9,2.97,3.95,2.07,1.88,268.8
2018,6,9,7.8,8.23,0.68,7.63,0.43,1.72,16.74,12.23,14.49,17.09,8.95,75.67,0.05,99.8,2.59,3.1,2.06,1.04,58.4
2018,6,10,7.67,8.12,0.67,7.73,0.42,1.67,17.45,11.31,14.38,17.35,8.47,69.35,0.0,99.62,1.65,3.0,0.84,2.16,118.2
2018,6,11,3.32,7.18,0.29,8.94,0.21,0.84,18.12,15.81,16.97,17.88,11.54,86.63,8.78,98.94,3.22,5.19,1.7,3.49,186.4
2018,6,12,5.12,7.79,0.45,8.66,0.3,1.2,15.95,12.65,14.3,16.23,9.29,82.07,0.74,98.6,4.22,5.9,2.27,3.63,281.0
2018,6,13,5.88,8.0,0.51,8.41,0.35,1.41,16.67,12.76,14.72,16.78,9.33,78.35,0.7,98.98,1.31,2.13,0.82,1.31,0.4
2018,6,14,4.0,7.52,0.35,8.58,0.24,1.0,17.07,13.87,15.47,16.97,10.0,82.16,4.72,99.31,1.78,2.91,0.88,2.03,60.0
2018,6,15,5.79,7.73,0.5,8.34,0.33,1.29,17.57,13.79,15.68,17.86,9.91,79.51,0.21,99.64,2.71,3.45,1.77,1.68,63.4
2018,6,16,6.56,7.91,0.57,8.36,0.38,1.52,17.98,13.76,15.87,18.03,9.87,78.2,0.5,99.82,2.29,3.52,0.99,2.53,42.2
2018,6,17,7.27,7.96,0.63,8.25,0.4,1.62,19.78,14.22,17.0,19.81,10.2,72.04,0.08,99.78,1.2,2.12,0.19,1.93,236.6
2018,6,18,4.8,7.45,0.42,8.94,0.27,1.13,20.37,16.08,18.22,20.22,11.55,77.67,2.29,99.79,2.05,2.41,0.94,1.47,241.7
2018,6,19,4.92,7.53,0.43,8.92,0.29,1.28,18.65,14.13,16.39,18.78,10.12,76.5,1.24,99.82,3.52,6.07,0.32,5.75,277.7
2018,6,20,8.2,8.36,0.71,7.72,0.46,2.0,16.96,12.13,14.54,17.12,8.85,75.38,0.1,99.95,4.42,6.44,2.17,4.27,277.1
2018,6,21,6.14,7.38,0.53,8.9,0.34,1.44,20.38,15.15,17.77,20.21,11.0,73.36,0.77,99.21,4.41,6.24,2.14,4.1,206.2
2018,6,22,5.89,8.2,0.51,8.22,0.34,1.56,14.55,9.37,11.96,14.97,7.47,72.94,2.09,99.17,4.91,7.43,1.69,5.74,270.2
2018,6,23,4.12,8.06,0.36,8.06,0.26,1.12,13.63,9.38,11.51,14.18,7.41,77.04,0.82,99.46,1.23,1.78,0.64,1.14,295.7
2018,6,24,3.31,7.72,0.29,8.25,0.22,0.88,12.04,10.51,11.27,12.17,8.0,90.6,10.39,99.22,2.31,3.39,1.4,1.99,291.1
2018,6,25,3.63,8.08,0.32,8.32,0.24,0.97,11.82,10.08,10.95,11.9,7.74,89.43,5.79,99.64,2.38,3.59,1.08,2.51,225.0
2018,6,26,4.95,7.95,0.43,8.41,0.3,1.17,14.65,11.38,13.01,14.87,8.41,81.95,1.06,100.32,2.47,3.33,1.28,2.05,131.6
2018,6,27,6.71,7.71,0.59,8.32,0.37,1.53,18.38,14.43,16.4,18.41,10.25,79.18,0.18,100.69,3.32,4.54,2.01,2.53,59.6
2018,6,28,7.11,7.7,0.62,8.35,0.39,1.68,20.63,16.36,18.49,20.57,11.67,78.3,0.02,100.23,4.03,5.73,1.79,3.94,69.2
2018,6,29,6.2,7.77,0.54,8.49,0.35,1.51,19.42,14.85,17.14,19.42,10.76,76.38,0.2,99.21,3.54,6.2,1.51,4.69,317.3
2018,6,30,4.56,8.26,0.4,8.47,0.28,1.15,14.04,8.78,11.41,14.33,7.13,72.41,0.25,99.19,5.33,7.09,3.03,4.06,1.3
2018,7,1,2.13,7.98,0.19,8.38,0.15,0.65,11.15,9.11,10.13,11.2,7.29,87.22,9.83,99.16,5.4,6.45,4.37,2.08,349.4
2018,7,2,2.15,8.09,0.19,8.45,0.16,0.68,11.7,10.4,11.05,11.84,7.98,91.8,10.56,98.78,3.01,4.25,1.87,2.38,326.2
2018,7,3,4.12,7.97,0.36,8.63,0.26,1.04,14.06,11.88,12.97,14.39,8.79,87.44,8.6,99.01,3.39,4.39,2.17,2.22,286.7
2018,7,4,3.31,7.83,0.29,8.71,0.22,0.94,14.74,12.62,13.68,14.96,9.24,87.56,8.6,99.08,3.41,4.41,1.47,2.94,288.8
2018,7,5,5.86,7.97,0.52,8.43,0.35,1.5,17.67,14.03,15.85,17.8,10.17,80.27,0.61,98.93,3.2,5.1,1.8,3.3,283.6
2018,7,6,6.84,7.89,0.61,8.27,0.39,1.69,17.56,13.31,15.43,17.82,9.67,77.54,0.1,99.01,3.44,4.51,1.77,2.74,299.8
2018,7,7,6.06,7.8,0.54,8.64,0.35,1.5,17.91,14.23,16.07,18.23,10.24,80.28,0.31,99.31,3.6,4.5,2.85,1.65,313.6
2018,7,8,7.32,8.08,0.65,8.22,0.42,1.76,17.99,13.42,15.7,18.23,9.67,76.7,0.04,99.54,3.67,5.22,2.46,2.76,319.9
2018,7,9,6.23,7.94,0.56,8.67,0.36,1.42,17.69,13.54,15.62,17.98,9.76,78.34,0.18,99.62,2.61,3.52,1.49,2.03,326.5
2018,7,10,4.73,7.4,0.42,8.96,0.28,1.13,18.74,15.51,17.13,18.76,11.07,82.6,1.99,99.83,1.68,2.45,1.23,1.22,64.6
2018,7,11,5.13,7.32,0.46,8.87,0.3,1.24,19.81,16.66,18.23,19.96,11.91,83.14,3.12,99.77,2.66,3.28,1.93,1.35,96.3
2018,7,12,3.83,6.95,0.34,8.94,0.23,0.93,18.69,17.47,18.08,18.59,12.58,92.58,10.15,99.58,3.02,3.61,2.45,1.16,117.1
2018,7,13,4.61,7.14,0.42,9.01,0.28,1.19,18.24,16.69,17.46,18.32,12.0,91.02,24.23,99.21,1.62,3.13,0.36,2.77,285.4
2018,7,14,4.31,7.25,0.39,9.09,0.27,1.09,18.43,16.55,17.49,18.45,11.93,89.34,12.91,98.99,1.67,2.53,0.7,1.83,29.2
2018,7,15,3.89,7.18,0.35,9.11,0.25,1.07,19.67,17.71,18.69,19.66,12.83,89.13,8.25,99.12,2.78,3.81,1.95,1.86,12.4
2018,7,16,3.47,7.04,0.32,9.22,0.22,0.97,19.74,18.94,19.34,19.54,13.87,95.11,11.19,99.12,3.44,5.66,2.19,3.47,36.3
2018,7,17,3.93,6.78,0.36,9.32,0.25,1.11,20.8,19.89,20.34,20.58,14.77,94.49,17.82,98.8,4.35,6.71,2.74,3.97,49.9
2018,7,18,6.62,7.12,0.61,9.09,0.37,1.56,22.78,19.88,21.33,22.73,14.75,84.66,1.94,98.79,3.67,4.89,2.67,2.22,46.1
2018,7,19,4.73,7.29,0.44,9.05,0.28,1.12,20.45,18.03,19.24,20.58,13.1,86.85,4.95,98.87,3.33,4.56,2.24,2.32,1.6
2018,7,20,6.14,7.1,0.57,9.04,0.35,1.46,21.48,18.07,19.78,21.53,13.15,82.66,0.61,98.89,2.71,3.42,2.12,1.3,337.2
2018,7,21,5.49,7.17,0.51,9.09,0.32,1.41,21.01,17.62,19.32,21.14,12.76,82.3,0.23,99.07,2.8,3.78,1.96,1.82,311.0
2018,7,22,6.3,7.04,0.59,8.75,0.35,1.49,21.5,18.19,19.85,21.54,13.22,82.65,0.66,99.17,2.63,3.47,1.82,1.65,355.5
2018,7,23,3.87,6.72,0.36,9.41,0.24,1.08,20.43,18.93,19.68,20.36,13.83,91.3,7.72,99.21,3.15,4.41,2.03,2.38,6.3
2018,7,24,4.78,6.97,0.45,9.43,0.29,1.35,20.92,18.78,19.85,21.07,13.68,88.22,6.19,99.34,2.59,3.36,1.93,1.43,33.6
2018,7,25,4.97,6.94,0.47,9.24,0.29,1.26,20.68,17.9,19.29,20.91,12.93,84.94,2.36,99.53,2.52,3.74,1.76,1.98,53.0
2018,7,26,4.79,6.79,0.46,9.42,0.28,1.15,21.33,18.38,19.85,21.57,13.27,84.47,1.25,99.81,2.58,3.45,1.84,1.61,53.6
2018,7,27,4.36,6.28,0.42,9.49,0.25,1.04,21.13,19.12,20.13,21.17,13.92,88.6,2.74,99.87,3.61,5.1,2.33,2.77,48.7
2018,7,28,4.93,6.46,0.47,9.62,0.3,1.31,22.24,20.71,21.47,22.13,15.43,91.26,6.18,99.53,3.33,4.02,2.72,1.3,83.4
2018,7,29,5.49,6.59,0.53,9.48,0.32,1.45,23.43,21.57,22.5,23.25,16.24,89.77,6.49,99.75,2.87,3.7,2.01,1.69,108.0
2018,7,30,4.83,6.48,0.47,9.34,0.28,1.29,23.39,20.44,21.91,23.29,15.07,84.65,2.33,100.1,2.66,4.18,1.72,2.46,111.7
2018,7,31,5.63,6.71,0.55,9.1,0.33,1.49,21.78,19.21,20.5,21.69,13.91,86.0,0.31,100.36,3.14,4.6,2.16,2.44,98.6
2018,8,1,6.72,6.9,0.66,8.72,0.37,1.63,22.13,18.03,20.08,22.37,12.96,79.37,0.06,100.4,2.07,2.54,1.45,1.09,98.8
2018,8,2,6.57,6.88,0.65,8.83,0.36,1.62,23.37,19.38,21.37,23.39,14.06,79.63,0.37,100.38,2.2,2.71,1.42,1.29,156.9
2018,8,3,5.29,6.45,0.53,9.13,0.31,1.43,22.86,19.88,21.37,22.82,14.61,84.37,2.43,100.07,2.13,2.5,1.64,0.86,266.3
2018,8,4,6.98,7.05,0.7,8.56,0.39,1.72,21.32,17.2,19.26,21.49,12.36,79.44,0.09,99.72,2.49,3.12,1.97,1.15,293.2
2018,8,5,5.34,6.63,0.54,8.74,0.31,1.3,20.12,17.61,18.87,20.11,12.69,86.09,1.7,99.4,3.3,4.78,2.08,2.7,272.2
2018,8,6,5.62,6.55,0.57,8.3,0.32,1.27,18.0,15.05,16.53,18.11,10.77,83.86,0.83,99.52,3.84,5.91,2.58,3.33,273.6
2018,8,7,4.73,6.73,0.48,8.62,0.28,1.15,18.47,15.27,16.87,18.59,10.93,83.01,0.76,99.8,2.85,3.92,1.63,2.29,288.3
2018,8,8,6.61,6.77,0.68,8.43,0.37,1.47,21.14,16.32,18.73,20.84,11.62,76.32,0.16,100.13,1.47,2.88,0.59,2.29,203.5
2018,8,9,6.59,6.74,0.68,8.48,0.37,1.52,21.84,16.75,19.3,21.71,11.94,74.4,0.0,100.38,3.61,4.58,2.72,1.86,164.2
2018,8,10,6.54,6.67,0.68,8.57,0.36,1.52,21.31,15.78,18.55,21.14,11.2,72.02,0.06,100.36,4.75,6.77,3.1,3.67,165.0
2018,8,11,1.79,5.64,0.19,9.14,0.12,0.57,18.68,17.01,17.85,18.82,12.18,90.28,16.97,100.01,2.03,4.5,0.17,4.33,312.0
2018,8,12,5.73,6.6,0.61,8.08,0.32,1.32,15.71,12.03,13.87,15.86,8.81,80.44,0.36,99.7,4.74,7.38,2.43,4.95,251.1
2018,8,13,3.07,5.88,0.33,8.72,0.19,0.81,15.74,13.0,14.37,15.85,9.45,84.56,0.88,99.47,2.19,3.22,1.35,1.87,234.8
2018,8,14,4.69,5.85,0.51,8.75,0.26,1.11,19.55,16.72,18.13,19.6,12.18,85.02,7.02,99.2,2.45,3.88,1.72,2.16,148.2
2018,8,15,4.04,5.94,0.44,8.94,0.24,0.94,19.11,16.65,17.88,19.21,11.94,86.63,2.46,99.37,3.56,5.49,2.23,3.26,260.2
2018,8,16,3.73,5.9,0.41,8.87,0.22,0.88,18.62,15.52,17.07,18.79,11.04,83.35,0.82,100.06,2.1,2.73,1.28,1.45,325.7
2018,8,17,5.05,5.89,0.56,8.58,0.28,1.05,19.45,15.84,17.64,19.57,11.26,80.93,0.22,100.19,1.95,2.52,1.43,1.09,125.2
2018,8,18,4.64,5.71,0.52,8.85,0.26,1.02,20.56,16.71,18.64,20.63,11.93,80.13,1.16,100.06,1.47,2.12,0.75,1.37,193.4
2018,8,19,4.97,5.68,0.56,8.43,0.27,1.06,18.62,14.15,16.39,18.21,10.11,76.77,0.1,100.14,2.42,4.08,1.01,3.07,280.5
2018,8,20,4.66,5.19,0.53,8.91,0.25,1.0,20.42,16.48,18.45,20.31,11.85,79.59,0.76,99.53,3.25,4.32,1.92,2.4,221.7
2018,8,21,4.02,5.88,0.46,8.51,0.24,0.98,17.05,13.72,15.39,17.18,9.88,82.02,0.87,99.63,4.16,5.63,2.2,3.43,295.1
2018,8,22,6.09,6.24,0.7,7.19,0.32,1.24,14.61,8.65,11.63,14.75,6.98,70.66,0.03,100.43,1.73,2.79,0.48,2.31,358.2
2018,8,23,6.02,6.05,0.7,7.61,0.32,1.22,16.34,11.11,13.72,16.37,8.39,72.97,0.0,100.09,3.37,4.52,2.34,2.18,172.2
2018,8,24,4.92,5.34,0.58,8.78,0.27,1.02,19.6,14.72,17.16,19.42,10.75,74.59,0.77,99.3,4.54,6.22,2.83,3.39,161.9
2018,8,25,1.84,4.78,0.22,9.19,0.12,0.51,18.15,16.8,17.48,18.15,12.13,92.06,7.88,98.97,2.59,3.65,1.65,2.0,253.5
2018,8,26,2.51,4.52,0.3,8.65,0.14,0.56,15.53,12.97,14.25,15.82,9.41,85.85,8.33,99.42,2.21,3.46,0.73,2.73,318.7
2018,8,27,3.71,4.78,0.45,8.21,0.2,0.72,15.3,11.45,13.37,15.21,8.48,79.37,7.29,99.79,1.74,3.09,0.02,3.07,342.2
2018,8,28,3.28,4.54,0.4,8.4,0.17,0.6,15.86,10.85,13.36,14.85,8.14,73.46,0.05,99.92,1.06,1.6,0.6,1.0,241.6
2018,8,29,3.33,4.67,0.41,8.5,0.18,0.62,16.13,11.7,13.91,15.25,8.63,75.8,1.87,100.09,1.02,1.46,0.42,1.04,331.0
2018,8,30,4.18,5.02,0.52,8.07,0.22,0.73,16.26,12.38,14.32,15.88,9.01,79.26,0.14,100.01,1.68,2.45,0.79,1.66,202.0
2018,8,31,2.62,4.47,0.33,8.67,0.15,0.55,16.76,13.81,15.28,16.64,9.97,83.61,0.96,100.04,2.69,3.37,1.76,1.61,173.6
2018,9,1,4.4,4.97,0.56,8.21,0.23,0.85,17.51,14.02,15.76,17.34,9.97,81.65,0.14,100.55,1.53,2.18,0.71,1.47,291.0
2018,9,2,3.55,4.85,0.46,8.24,0.2,0.77,17.0,14.56,15.78,16.8,10.31,86.36,0.02,100.81,2.11,2.39,1.71,0.68,31.6
2018,9,3,4.55,4.99,0.59,8.15,0.25,0.87,17.74,14.7,16.22,17.82,10.45,83.03,0.46,100.35,3.08,4.27,2.21,2.06,55.0
2018,9,4,3.28,4.49,0.43,8.8,0.19,0.66,18.05,16.35,17.2,17.98,11.69,90.23,5.71,99.68,2.03,2.49,1.34,1.15,115.3
2018,9,5,2.16,4.58,0.29,9.04,0.14,0.48,17.72,15.77,16.74,17.64,11.24,89.0,4.68,99.81,2.36,3.14,1.76,1.38,96.4
2018,9,6,4.47,4.84,0.6,8.25,0.24,0.83,17.9,14.21,16.06,17.76,10.18,80.99,0.14,99.7,2.73,3.82,1.98,1.84,92.0
2018,9,7,3.24,4.49,0.44,8.35,0.18,0.66,17.53,13.72,15.63,17.29,9.86,79.66,0.01,99.74,2.58,3.43,1.87,1.56,114.4
2018,9,8,2.41,4.45,0.33,8.4,0.14,0.52,17.15,12.76,14.96,16.91,9.23,76.65,0.13,100.09,1.85,3.2,0.44,2.76,170.4
2018,9,9,4.01,4.33,0.56,8.04,0.21,0.72,16.46,14.74,15.6,16.07,10.48,89.76,2.78,100.38,2.13,3.16,1.49,1.67,11.2
2018,9,10,4.27,4.55,0.6,7.92,0.23,0.75,16.84,14.18,15.51,16.48,10.1,85.26,0.59,100.28,2.44,3.22,1.57,1.65,39.7
2018,9,11,4.09,4.54,0.58,7.86,0.22,0.74,16.56,13.64,15.1,16.62,9.76,83.54,0.45,100.14,2.45,3.84,1.97,1.87,200.4
2018,9,12,2.64,4.45,0.38,9.01,0.16,0.63,17.89,15.42,16.66,17.8,11.03,86.15,1.97,99.8,4.89,7.0,3.17,3.83,242.6
2018,9,13,3.05,4.74,0.45,8.1,0.18,0.75,14.15,10.28,12.22,13.91,7.84,78.9,0.11,100.1,1.96,3.05,0.78,2.27,300.3
2018,9,14,3.66,4.6,0.54,7.86,0.21,0.75,13.88,9.51,11.69,13.47,7.43,76.38,0.57,100.16,1.27,1.78,0.55,1.23,349.1
2018,9,15,2.49,4.16,0.37,8.07,0.15,0.53,12.89,9.98,11.44,12.54,7.73,83.46,0.69,99.98,1.71,2.87,0.73,2.14,178.5
2018,9,16,4.29,4.67,0.65,7.4,0.23,0.7,12.86,9.06,10.96,12.94,7.2,80.13,0.12,100.22,3.53,5.23,1.86,3.37,290.4
2018,9,17,3.66,4.23,0.57,7.8,0.2,0.63,13.6,9.86,11.73,13.57,7.62,79.6,0.01,100.24,3.86,5.52,1.86,3.66,236.6
2018,9,18,3.67,4.16,0.57,7.68,0.2,0.66,15.21,12.01,13.61,15.03,8.8,82.85,0.02,100.12,2.57,3.61,1.71,1.9,241.3
2018,9,19,3.87,4.03,0.61,7.92,0.2,0.65,17.44,14.65,16.05,17.13,10.49,84.79,0.02,99.91,3.42,5.23,2.35,2.88,229.2
2018,9,20,4.0,4.01,0.64,8.1,0.21,0.63,18.04,15.17,16.61,17.4,10.82,83.64,0.09,99.99,2.27,3.14,1.43,1.71,229.0
2018,9,21,3.89,3.93,0.63,8.0,0.2,0.63,18.25,12.97,15.61,17.95,9.39,73.05,0.0,99.65,3.99,5.73,2.45,3.28,185.1
2018,9,22,1.17,3.87,0.19,7.97,0.08,0.27,12.73,9.79,11.26,12.52,7.68,82.69,4.81,99.26,4.47,6.02,2.59,3.43,240.9
2018,9,23,2.72,3.8,0.46,7.55,0.15,0.43,9.72,6.14,7.93,9.75,5.94,80.23,0.36,99.19,4.43,7.34,1.99,5.35,240.0
2018,9,24,1.84,3.8,0.31,7.72,0.11,0.36,8.22,6.72,7.47,8.17,6.22,90.51,10.72,98.63,3.91,5.41,1.36,4.05,320.0
2018,9,25,2.75,4.1,0.47,6.76,0.15,0.36,6.29,3.38,4.83,6.26,4.84,82.51,0.77,100.29,4.78,6.83,2.63,4.2,310.0
2018,9,26,1.69,3.82,0.3,6.93,0.1,0.31,4.99,3.19,4.09,4.89,4.77,88.05,3.42,100.73,6.17,9.26,2.71,6.55,240.6
2018,9,27,2.88,3.66,0.51,7.72,0.16,0.52,11.53,7.86,9.69,11.45,6.7,79.41,0.84,99.63,6.2,7.8,3.88,3.92,269.4
2018,9,28,1.87,3.43,0.34,8.1,0.11,0.41,11.57,8.48,10.03,11.51,7.03,82.51,1.27,99.32,5.69,8.15,2.24,5.91,268.5
2018,9,29,2.95,3.87,0.54,6.7,0.16,0.44,6.73,3.36,5.04,6.91,4.84,81.27,0.06,100.38,3.2,4.59,1.93,2.66,300.7
2018,9,30,2.87,3.59,0.54,6.96,0.15,0.49,6.91,2.15,4.53,6.76,4.45,73.36,0.0,100.28,4.42,6.98,2.85,4.13,221.3
2018,10,1,3.35,3.55,0.63,6.65,0.17,0.48,6.95,3.18,5.06,6.91,4.85,78.67,0.0,99.44,3.37,4.99,2.32,2.67,183.6
2018,10,2,2.16,3.26,0.42,7.36,0.12,0.32,7.44,4.53,5.98,7.35,5.34,82.33,0.41,98.98,3.52,5.37,2.3,3.07,238.5
2018,10,3,1.32,3.28,0.26,7.82,0.08,0.24,6.7,5.33,6.02,6.56,5.69,90.96,8.59,98.18,6.56,8.21,4.99,3.22,243.9
2018,10,4,2.69,3.51,0.54,6.8,0.14,0.33,6.18,3.14,4.66,6.09,4.79,82.12,0.36,99.67,5.57,7.9,2.17,5.73,298.6
2018,10,5,1.52,2.63,0.31,7.9,0.09,0.28,8.62,6.97,7.79,8.52,6.33,89.56,0.33,100.37,4.28,6.09,2.24,3.85,234.8
2018,10,6,3.16,3.25,0.65,7.13,0.16,0.47,10.48,6.73,8.6,10.31,6.15,79.0,0.0,99.9,4.28,5.77,3.14,2.63,207.7
2018,10,7,1.4,2.78,0.29,7.91,0.09,0.28,10.14,8.25,9.19,9.97,6.96,88.49,1.21,99.16,4.24,5.67,3.13,2.54,231.9
2018,10,8,2.9,3.3,0.62,6.64,0.15,0.34,6.9,2.13,4.51,7.1,4.44,73.89,0.03,100.48,2.43,5.01,0.42,4.59,16.5
2018,10,9,2.97,3.06,0.64,6.87,0.15,0.37,7.11,2.8,4.95,7.11,4.65,75.76,0.01,100.68,3.21,4.21,2.47,1.74,208.4
2018,10,10,2.64,2.85,0.58,7.12,0.13,0.34,8.91,7.17,8.04,8.22,6.38,88.96,0.0,100.83,3.09,3.88,1.89,1.99,237.7
2018,10,11,2.93,2.96,0.66,6.96,0.14,0.37,10.68,9.53,10.11,9.3,7.35,90.97,0.15,101.18,2.11,3.07,0.57,2.5,120.5
2018,10,12,2.72,2.83,0.62,6.93,0.13,0.3,9.99,8.43,9.21,9.95,6.82,90.35,0.17,101.35,3.47,4.56,2.58,1.98,155.9
2018,10,13,2.81,2.82,0.65,6.87,0.13,0.35,10.25,8.65,9.45,10.1,6.96,90.11,0.06,101.23,2.78,3.23,1.82,1.41,194.2
2018,10,14,2.87,2.88,0.68,6.64,0.13,0.32,9.99,7.67,8.83,9.66,6.51,84.53,0.09,101.04,2.96,3.89,2.15,1.74,173.5
2018,10,15,2.86,2.9,0.69,6.42,0.13,0.32,8.61,4.82,6.72,8.25,5.41,78.4,0.0,100.74,3.48,4.79,2.69,2.1,170.6
2018,10,16,2.45,2.66,0.6,6.77,0.12,0.28,9.35,6.47,7.91,8.94,6.04,83.52,0.0,100.54,2.94,3.7,1.97,1.73,179.2
2018,10,17,2.61,2.63,0.65,6.5,0.12,0.28,8.71,6.34,7.53,7.74,5.98,85.04,0.0,100.53,2.45,2.87,1.75,1.12,195.1
2018,10,18,2.43,2.43,0.62,6.81,0.11,0.26,10.16,8.86,9.51,9.06,7.14,89.63,0.02,100.18,2.56,3.25,1.78,1.47,196.9
